subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",25.12.2024
ÖBB-Produktion,8545,KOMP - Innsbruck- KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",23.12.2024
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",18.12.2024
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",18.12.2024
ÖBB-Produktion,8545,"E-Lok für Schweiz, Belgien, Österreich, Deutschland und Niederlande - Anmietung v. 2 E-Streckenlokomotiven für Schweiz, Belgien, Österreich, Deutschland und Niederlande",SBB Cargo International AG SBB Cargo - Prüfsystem LOK,34611000 Lokomotiven,1,"1.146.000,00",18.12.2024
ÖBB-Produktion,8545,"Elektro-Streckenlokomotiven für Österreich, Deutschland und Niederlande - Anmietung v. bis zu 8 Elektro-Streckenlokomotiven für Österreich, Deutschland und Niederlande",SBB Cargo International AG SBB Cargo - Prüfsystem LOK,34611000 Lokomotiven,1,"4.200.000,00",18.12.2024
ÖBB-Produktion,8545,Notwendiger Datenmodemtausch 3G auf 4G der BR Vectron - Upgrade der RDA-Boxen auf LTE für die BR Vectron,Siemens Mobility Austria GmbH SMO NEE RC-AT RS,34631000 Teile für Lokomotiven oder rollendes Material,1,"293.800,00",18.12.2024
ÖBB-Produktion,8545,KOMP - Graz - KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",16.12.2024
ÖBB-Produktion,8545,Abruf aus Rahmenvereinbarung,TODAY Experts GmbH,72210000 Programmierung von Softwarepaketen,6,"162.840,00",12.12.2024
ÖBB-Produktion,8545,Abruf aus Rahmenvereinbarung,TODAY Experts GmbH,72210000 Programmierung von Softwarepaketen,6,"90.200,00",12.12.2024
ÖBB-Produktion,8545,Abruf aus Rahmenvereinbarung,TODAY Experts GmbH,72210000 Programmierung von Softwarepaketen,6,"63.720,00",12.12.2024
